1587315090.000000, 1587315090.000000, 1587315090.000000
32.000000, 32.000000, 32.000000
-7,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-8,-2,64
-8,-2,64
-7,-2,64
-7,-2,64
-8,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-8,-2,64
-7,-2,64
-7,-2,64
-8,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-7,-2,64
-8,-2,64
-9,-2,64
-11,-3,65
-10,-3,64
-12,-2,61
-7,-3,63
4,-1,64
9,0,64
10,-1,63
4,-2,65
3,-2,64
6,-2,64
7,-2,64
-13,-10,71
-39,5,48
-13,-6,62
-5,-4,65
-4,-4,62
-14,-1,64
-14,0,62
-9,-1,63
-8,-2,63
-9,-2,63
-11,-1,64
-11,-1,65
-11,-2,64
-10,-1,64
-9,-2,63
-10,-1,63
-9,-2,62
-10,-2,65
-11,-1,63
-11,-2,64
-11,-1,64
-9,-2,64
-10,-2,64
-10,-2,63
-10,-1,64
-10,-2,63
-10,-2,63
-9,-1,63
-11,-1,64
-9,-2,64
-10,-2,64
-11,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-9,-2,63
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-10,-1,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-1,64
-10,-1,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-1,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-1,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-1,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-1,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-1,64
-10,-2,64
-10,-1,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-1,64
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-1,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-1,64
-10,-2,63
-10,-2,63
-10,-2,64
-10,-1,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,63
-10,-1,63
-10,-2,63
-11,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-1,64
-10,-2,63
-10,-2,64
-9,-2,64
-10,-2,64
-11,-2,63
-11,-2,63
-11,-2,64
-10,-2,64
-11,-2,64
-10,-1,64
-11,-2,63
-10,-2,64
-11,-1,63
-10,-2,64
-11,-1,64
-11,-2,64
-10,-2,63
-11,-2,63
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-11,-2,63
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,63
-11,-2,64
-11,-2,63
-11,-2,63
-11,-2,63
-10,-2,64
-10,-2,64
-11,-2,64
-11,-2,64
-10,-2,64
-10,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,63
-10,-2,63
-10,-2,63
-10,-2,64
-11,-2,63
-11,-2,63
-11,-2,63
-10,-2,64
-10,-2,64
-11,-2,63
-11,-2,63
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-10,-2,64
-11,-2,63
-11,-2,63
-10,-2,64
-10,-2,64
-9,-1,64
-10,-1,63
-11,-1,64
-11,-2,65
-12,-1,64
-12,-1,65
-14,-2,63
-2,-3,65
-2,-2,65
-7,-1,64
-4,-1,63
-2,-1,64
-1,-2,63
-4,-2,64
-5,-1,64
-3,-1,64
-2,-1,64
-4,-1,64
-3,-1,64
-3,-1,65
-6,1,65
-3,-3,65
-8,-2,66
-3,0,63
0,0,65
-1,1,65
-1,1,65
-1,1,64
-2,0,64
-1,-2,64
-1,-2,63
-4,-2,62
-7,-3,63
-10,-4,63
-17,-1,63
-11,-2,64
-9,-2,64
-6,-3,64
-11,-2,62
-8,-3,64
-25,0,63
-19,0,61
-13,-2,64
-14,-1,64
-16,-2,62
-17,-1,62
-15,-2,63
-13,-1,63
-15,-1,63
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-19,-1,61
-20,-1,61
-20,-1,61
-20,-1,61
-19,-1,62
-19,-1,61
-20,-1,61
-19,0,62
-18,-1,62
-18,-1,62
-19,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-18,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-17,-1,62
-17,-1,62
-16,-1,62
-17,-1,62
-16,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,64
-16,-1,62
-17,-1,63
-16,-2,63
-16,-1,63
-16,-1,63
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-16,-1,61
-17,-1,63
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,63
-16,-1,62
-16,-1,62
-16,-1,62
-17,-1,62
-16,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,61
-17,-1,63
-16,-1,62
-16,-1,63
-16,-1,62
-16,-1,62
-17,-1,62
-16,-1,62
-16,-1,62
-17,-1,62
-17,-1,62
-18,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-17,-1,62
-16,-1,62
-16,-1,62
-17,-1,62
-18,-2,62
-21,-2,61
-21,-2,61
-18,-2,62
-17,-1,62
-18,-1,62
-18,-1,62
-18,-1,61
-16,-1,62
-15,-2,63
-14,-1,62
-17,-2,62
-11,-1,64
-8,1,65
-12,-2,63
-17,-1,62
-15,-2,62
-12,-2,63
-12,-1,63
-15,0,64
-15,1,63
-11,-2,63
-10,-3,64
-16,-1,62
-12,-1,64
-10,-3,64
-14,-1,63
-14,-1,63
-11,-2,64
-11,-2,63
-11,-2,63
-10,-2,64
-11,-3,63
-12,-1,63
-11,-2,63
-12,-2,63
-11,-3,63
-10,-2,64
-9,-1,64
-8,-2,64
-17,-2,62
-12,-5,63
-9,-3,63
-8,0,64
-10,0,64
-10,-2,64
-10,-3,63
-10,-2,64
-9,-1,63
-9,-2,64
-9,-3,63
-10,-1,64
-11,-1,63
-11,-2,64
-10,-3,64
-10,-2,63
-11,-1,63
-9,-3,64
-8,-2,64
-11,-1,63
-11,-2,64
-10,-3,64
-11,-3,63
-10,-2,64
-11,-1,64
-12,-1,63
-13,-1,63
-14,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-16,-1,62
-15,-1,62
-13,-2,63
-13,-2,63
-12,-2,63
-13,-2,63
-14,-2,63
-15,-2,63
-15,-2,62
-15,-1,63
-15,-1,63
-16,-2,62
-16,-1,62
-16,-2,62
-15,-2,62
-15,-1,63
-14,-2,63
-14,-2,63
-15,-2,63
-15,-2,63
-13,-2,63
-14,-2,63
-15,-2,62
-15,-2,63
-15,-2,62
-16,-2,62
-15,-2,62
-15,-2,62
-15,-2,62
-15,-2,63
-14,-2,63
-15,-1,63
-15,-2,63
-14,-2,62
-15,-2,63
-14,-2,63
-14,-2,62
-14,-2,62
-14,-2,63
-14,-2,62
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,62
-14,-2,63
-14,-2,63
-14,-2,63
-13,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-14,-2,63
-13,-2,63
-13,-2,63
-14,-2,63
-14,-2,63
-15,-2,63
-15,-2,62
-15,-1,63
-15,-1,63
-15,-2,62
-13,-2,63
-14,-1,63
-15,-1,63
-15,-2,62
-15,-1,62
-13,-1,63
-14,-1,63
-14,-1,63
-14,-1,63
-14,-1,63
-14,-1,63
-14,-1,63
-13,-1,63
-13,-2,63
-14,-1,63
-14,-1,63
-14,-2,63
-14,-2,63
-14,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-14,-1,63
-14,-2,63
-13,-1,63
-14,-1,63
-14,-1,62
-14,-2,63
-14,-1,63
-13,-2,63
-13,-1,63
-13,-2,64
-13,-2,63
-14,-2,64
-13,-2,63
-14,-1,63
-14,-2,63
-14,-2,62
-14,-1,63
-13,-2,62
-13,-2,63
-14,-1,63
-14,-1,63
-13,-2,63
-14,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-14,-1,63
-14,-2,62
-14,-2,63
-14,-2,63
-13,-2,63
-13,-2,63
-14,-2,63
-12,-2,63
-13,-2,63
-12,-1,63
-12,-1,63
-12,-2,63
-11,-2,63
-11,-1,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-1,63
-11,-2,63
-12,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-12,-2,63
-12,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-13,-2,63
-12,-1,63
-13,-1,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-11,-2,63
-12,-2,63
-12,-2,63
-11,-2,64
-12,-2,63
-12,-1,63
-13,-1,63
-13,-2,63
-13,-2,63
-12,-2,63
-11,-2,63
-12,-2,63
-12,-2,63
-13,-2,63
-13,-2,63
-12,-1,63
-12,-1,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,64
-12,-2,63
-12,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-1,63
-13,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-13,-2,64
-13,-1,62
-13,-2,64
-13,-1,62
-13,-2,63
-13,-2,63
-13,-2,63
-12,-2,63
-12,-2,63
-13,-2,63
-13,-2,63
-12,-1,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-2,63
-12,-1,63
-13,-2,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-13,-1,63
-13,-1,63
-13,-1,63
-12,-1,63
-12,-2,63
-12,-2,63
-12,-1,63
-13,-2,63
-12,-2,63
-12,-2,63
-13,-1,63
-13,-2,63
-13,-2,63
-12,-2,63
-13,-2,63
-13,-1,63
-13,-2,63
-12,-2,63
-12,-1,63
-13,-1,63
-13,-2,63
-13,-2,63
-12,-2,63
-12,-2,63
-12,-1,63
-12,-1,64
-13,-1,63
-13,-2,63
-13,-2,63
-13,-2,63
-11,-3,63
-10,-2,64
-10,-1,64
-12,-1,63
-13,-2,63
-13,-2,63
-12,-1,63
-12,-1,64
-13,-1,63
-13,-1,63
-12,-2,63
-12,-1,62
-13,-2,67
-12,-2,64
-12,-2,65
-14,-2,64
-15,-1,63
-11,-2,64
-12,-2,63
-12,-1,63
-11,-2,63
-14,-1,63
-14,-2,62
-13,-2,63
-14,-2,62
-14,-2,63
-14,-1,63
-16,-1,62
-16,-1,62
-16,-2,62
-16,-2,62
-17,-1,62
-17,-1,62
-17,-1,62
-16,-1,62
-17,-1,62
-19,-1,61
-16,-1,62
-20,-2,59
-9,-5,74
-7,-6,67
-18,4,67
-12,3,59
-17,3,52
-14,1,60
-53,2,54
-40,-5,51
-47,-3,52
-31,-3,58
-19,1,52
-25,6,65
-23,4,61
-21,4,57
-14,1,53
-21,-2,58
-23,0,70
-10,-6,62
-26,-1,59
-29,0,60
-25,1,59
-23,0,61
-22,-1,62
-23,0,58
-25,0,60
-26,0,58
-27,1,59
-26,0,59
-27,0,59
-26,0,59
-27,0,59
-27,0,59
-26,0,59
-25,0,60
-24,0,61
-24,1,59
-24,0,60
-23,0,60
-21,-1,61
-23,0,60
-23,0,60
-21,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-23,0,60
-22,0,60
-22,0,61
-22,1,60
-22,0,60
-22,0,60
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,60
-22,0,61
-22,0,61
-21,0,61
-21,0,61
-22,0,60
-21,0,61
-21,0,61
-21,0,61
-23,0,61
-26,2,59
-21,0,61
-23,1,60
-23,0,60
-22,1,60
-22,0,60
-22,0,61
-21,0,61
-22,0,61
-22,0,60
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-21,0,61
-21,0,61
-21,0,61
-21,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-21,0,61
-23,0,61
-23,1,60
-22,0,61
-22,0,60
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,60
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,61
-22,0,60
-22,0,61
-22,1,60
-22,1,60
-22,0,60
-23,1,61
-24,0,60
-24,0,60
-23,0,60
-19,0,61
-19,0,60
-23,2,60
-18,0,59
-24,2,61
-22,0,60
-21,-1,57
-32,-4,63
-25,-2,68
-11,0,89
-18,0,87
-33,2,77
-39,2,65
-53,7,37
-56,24,-9
-69,29,-18
-43,25,6
-35,27,8
-29,32,15
-39,26,21
-52,37,29
-59,40,21
-60,39,23
-62,39,3
-48,41,3
-44,41,10
-52,44,5
-29,38,28
-32,40,42
-9,42,37
-21,44,36
-20,43,39
-22,43,38
-34,44,40
-32,41,39
-27,44,28
-36,44,42
-28,40,46
-25,40,49
-27,41,45
-35,43,34
-9,44,35
1,41,56
-6,41,51
-16,42,41
-13,41,41
6,36,66
-19,43,48
-17,42,37
14,43,43
26,39,51
8,37,58
-7,37,58
-1,32,59
8,34,67
-35,34,56
-23,40,44
-17,44,36
-13,42,43
-13,41,46
-12,44,45
-9,43,46
-5,44,47
8,44,43
10,46,37
10,45,39
-7,48,33
-14,43,18
-4,37,5
-25,32,-5
-94,35,-36
-97,33,-5
-40,13,17
-49,-2,34
-40,-17,43
-25,-28,68
53,-13,127
-42,6,14
-14,-3,43
-23,3,69
-11,-4,60
-27,-1,64
-20,-2,60
-26,1,60
-18,0,60
-22,-1,60
-22,-1,61
-23,0,61
-25,0,59
-26,0,60
-24,0,61
-24,0,60
-26,0,59
-27,0,59
-26,0,59
-26,0,59
-26,0,59
-27,1,59
-27,0,59
-26,0,59
-26,1,58
-28,0,60
-25,0,59
-27,1,59
-26,0,59
-26,0,59
-26,0,59
-25,0,60
-25,0,60
-26,0,59
-26,0,59
-25,0,59
-26,0,59
