1594385893.000000, IBI
213.109375,0.625000
293.796875,0.703125
294.593750,0.796875
298.875000,0.515625
321.593750,0.671875
334.609375,0.812500
335.437500,0.828125
341.937500,0.718750
342.718750,0.781250
343.703125,0.984375
344.515625,0.812500
345.390625,0.875000
346.203125,0.812500
352.687500,0.843750
362.796875,0.687500
363.609375,0.812500
364.468750,0.859375
368.281250,0.703125
368.906250,0.625000
381.078125,0.875000
381.921875,0.843750
382.703125,0.781250
390.140625,0.796875
390.968750,0.828125
391.703125,0.734375
392.500000,0.796875
501.500000,0.828125
502.156250,0.656250
536.718750,0.718750
537.500000,0.781250
541.343750,0.812500
542.125000,0.781250
542.875000,0.750000
543.625000,0.750000
544.312500,0.687500
545.109375,0.796875
552.656250,0.796875
553.421875,0.765625
554.265625,0.843750
554.921875,0.656250
555.562500,0.640625
558.562500,0.781250
559.437500,0.875000
560.218750,0.781250
569.828125,0.765625
573.625000,0.765625
598.765625,0.750000
599.546875,0.781250
600.546875,1.000000
601.343750,0.796875
602.203125,0.859375
603.078125,0.875000
603.906250,0.828125
604.687500,0.781250
605.468750,0.781250
606.468750,1.000000
607.296875,0.828125
608.078125,0.781250
608.953125,0.875000
609.812500,0.859375
610.562500,0.750000
611.328125,0.765625
612.296875,0.968750
613.109375,0.812500
613.937500,0.828125
614.718750,0.781250
615.468750,0.750000
620.437500,0.843750
621.328125,0.890625
627.250000,0.781250
628.078125,0.828125
629.000000,0.921875
629.765625,0.765625
630.562500,0.796875
631.375000,0.812500
636.187500,0.750000
637.140625,0.953125
637.921875,0.781250
638.765625,0.843750
639.531250,0.765625
651.968750,0.843750
652.812500,0.843750
653.687500,0.875000
654.468750,0.781250
661.296875,0.875000
662.109375,0.812500
662.875000,0.765625
663.890625,1.015625
664.843750,0.953125
673.390625,0.828125
678.515625,0.781250
683.640625,0.828125
689.531250,0.750000
690.453125,0.921875
691.328125,0.875000
692.125000,0.796875
692.968750,0.843750
693.843750,0.875000
694.640625,0.796875
695.437500,0.796875
696.250000,0.812500
697.078125,0.828125
697.890625,0.812500
698.781250,0.890625
699.562500,0.781250
700.328125,0.765625
701.078125,0.750000
702.062500,0.984375
702.859375,0.796875
703.703125,0.843750
710.312500,0.812500
716.203125,0.859375
717.000000,0.796875
717.796875,0.796875
718.640625,0.843750
719.484375,0.843750
720.296875,0.812500
721.140625,0.843750
721.968750,0.828125
722.656250,0.687500
723.484375,0.828125
724.281250,0.796875
725.140625,0.859375
725.921875,0.781250
726.812500,0.890625
727.625000,0.812500
728.500000,0.875000
729.296875,0.796875
730.062500,0.765625
730.859375,0.796875
731.578125,0.718750
732.406250,0.828125
733.156250,0.750000
733.937500,0.781250
734.921875,0.984375
735.734375,0.812500
736.593750,0.859375
737.406250,0.812500
738.234375,0.828125
739.062500,0.828125
739.906250,0.843750
740.734375,0.828125
741.562500,0.828125
742.562500,1.000000
743.437500,0.875000
744.312500,0.875000
745.187500,0.875000
746.046875,0.859375
746.843750,0.796875
753.343750,0.828125
759.968750,0.812500
760.828125,0.859375
761.609375,0.781250
762.390625,0.781250
763.140625,0.750000
764.046875,0.906250
764.875000,0.828125
765.656250,0.781250
766.500000,0.843750
767.375000,0.875000
768.140625,0.765625
768.781250,0.640625
772.703125,0.734375
773.281250,0.578125
774.125000,0.843750
787.453125,0.781250
788.140625,0.687500
788.812500,0.671875
789.531250,0.718750
790.203125,0.671875
790.968750,0.765625
802.625000,0.796875
803.406250,0.781250
804.265625,0.859375
804.906250,0.640625
805.515625,0.609375
830.828125,0.656250
837.640625,0.671875
838.312500,0.671875
838.984375,0.671875
839.734375,0.750000
840.328125,0.593750
841.031250,0.703125
841.640625,0.609375
842.359375,0.718750
846.234375,0.625000
846.890625,0.656250
847.593750,0.703125
848.343750,0.750000
849.031250,0.687500
849.703125,0.671875
850.484375,0.781250
851.265625,0.781250
852.015625,0.750000
852.687500,0.671875
859.000000,0.750000
859.687500,0.687500
860.500000,0.812500
861.296875,0.796875
865.796875,0.796875
866.625000,0.828125
867.390625,0.765625
871.781250,0.703125
872.468750,0.687500
873.203125,0.734375
873.906250,0.703125
874.593750,0.687500
878.812500,0.718750
885.390625,0.734375
889.765625,0.765625
890.562500,0.796875
891.218750,0.656250
892.015625,0.796875
892.687500,0.671875
893.359375,0.671875
894.156250,0.796875
894.843750,0.687500
895.765625,0.921875
896.546875,0.781250
901.171875,0.734375
901.984375,0.812500
902.796875,0.812500
914.921875,0.656250
918.109375,0.750000
918.859375,0.750000
925.031250,0.781250
925.703125,0.671875
932.609375,0.781250
933.390625,0.781250
934.140625,0.750000
934.906250,0.765625
935.687500,0.781250
936.468750,0.781250
937.265625,0.796875
938.000000,0.734375
1124.687500,0.593750
1125.406250,0.718750
1126.093750,0.687500
1126.703125,0.609375
1127.375000,0.671875
1128.031250,0.656250
1168.640625,0.625000
1169.281250,0.640625
1169.906250,0.625000
1170.468750,0.562500
1174.250000,0.593750
1174.859375,0.609375
1175.515625,0.656250
1176.171875,0.656250
1176.750000,0.578125
1177.421875,0.671875
1178.015625,0.593750
1178.640625,0.625000
1193.187500,0.625000
1193.812500,0.625000
1234.312500,0.546875
1238.218750,0.609375
1238.828125,0.609375
1239.406250,0.578125
1240.000000,0.593750
1240.625000,0.625000
1244.781250,0.546875
1245.359375,0.578125
1271.796875,0.593750
1272.406250,0.609375
1273.031250,0.625000
1273.625000,0.593750
1274.187500,0.562500
1274.812500,0.625000
1275.406250,0.593750
1276.015625,0.609375
1276.593750,0.578125
1280.265625,0.609375
1288.453125,0.562500
1289.078125,0.625000
1289.734375,0.656250
1290.359375,0.625000
1291.000000,0.640625
1291.671875,0.671875
1292.328125,0.656250
1292.937500,0.609375
1293.609375,0.671875
1294.281250,0.671875
1294.937500,0.656250
1295.531250,0.593750
1296.156250,0.625000
1296.796875,0.640625
1297.437500,0.640625
1298.046875,0.609375
1298.718750,0.671875
1299.375000,0.656250
1300.093750,0.718750
1300.734375,0.640625
1301.359375,0.625000
1302.000000,0.640625
1302.640625,0.640625
1303.312500,0.671875
1303.937500,0.625000
1304.562500,0.625000
1305.250000,0.687500
1352.562500,0.718750
1353.343750,0.781250
1358.062500,0.937500
1358.953125,0.890625
1359.937500,0.984375
1360.828125,0.890625
1361.703125,0.875000
1362.671875,0.968750
1363.593750,0.921875
1364.468750,0.875000
1365.406250,0.937500
1366.296875,0.890625
1367.140625,0.843750
1368.046875,0.906250
1368.968750,0.921875
1369.828125,0.859375
1370.828125,1.000000
1371.718750,0.890625
1372.578125,0.859375
1373.562500,0.984375
1374.453125,0.890625
1375.296875,0.843750
1376.281250,0.984375
1377.171875,0.890625
1378.031250,0.859375
1379.000000,0.968750
1379.984375,0.984375
1380.859375,0.875000
1381.828125,0.968750
1382.875000,1.046875
1383.765625,0.890625
1384.640625,0.875000
1385.625000,0.984375
1386.562500,0.937500
1387.453125,0.890625
1388.468750,1.015625
1389.468750,1.000000
1390.421875,0.953125
1391.484375,1.062500
1392.437500,0.953125
1393.359375,0.921875
1394.421875,1.062500
1395.406250,0.984375
1396.390625,0.984375
1397.484375,1.093750
1398.421875,0.937500
1399.359375,0.937500
1400.437500,1.078125
1401.390625,0.953125
1402.375000,0.984375
1403.453125,1.078125
1404.421875,0.968750
1405.421875,1.000000
1406.515625,1.093750
1407.468750,0.953125
1408.500000,1.031250
1409.593750,1.093750
1410.578125,0.984375
1411.609375,1.031250
